instrument,time,measured_pressure,measured_temperature
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:12:00,104.11353,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:12:30,104.12334,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:13:00,104.12334,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:13:30,104.12334,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:14:00,104.13315,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:14:30,104.13315,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:15:00,104.15277,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:15:30,104.15277,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:16:00,104.16258,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:16:30,104.1822,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:17:00,104.1822,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:17:30,104.20182,15.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:18:00,104.21163,15.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:18:30,104.22144,15.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:19:00,104.24106,15.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:19:30,104.25087,15.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:20:00,104.25087,15.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:20:30,104.27049,15.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:21:00,104.2803,15.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:21:30,104.29992,15.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:22:00,104.29992,15.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:22:30,104.31954,15.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:23:00,104.33916,15.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:23:30,104.33916,15.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:24:00,104.35878,15.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:24:30,104.38821,15.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:25:00,104.39802,15.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:25:30,104.43726,15.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:26:00,104.44707,15.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:26:30,104.45688,16
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:27:00,104.4765,16
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:27:30,104.4765,16
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:28:00,104.48631,16.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:28:30,104.52555,16.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:29:00,104.52555,16.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:29:30,104.53536,16.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:30:00,104.56479,16.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:30:30,104.56479,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:31:00,104.59422,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:31:30,104.59422,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:32:00,104.60403,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:32:30,104.60403,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:33:00,104.62365,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:33:30,104.65308,17.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:34:00,104.65308,17.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:34:30,104.68251,17.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:35:00,104.69232,17.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:35:30,104.69232,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:36:00,104.71194,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:36:30,104.72175,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:37:00,104.76099,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:37:30,104.76099,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:38:00,104.78061,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:38:30,104.80023,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:39:00,104.80023,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:39:30,104.80023,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:40:00,104.82966,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:40:30,104.82966,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:41:00,104.84928,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:41:30,104.84928,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:42:00,104.85909,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:42:30,104.85909,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:43:00,104.8689,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:43:30,104.8689,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:44:00,104.88852,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:44:30,104.88852,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:45:00,104.89833,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:45:30,104.89833,17
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:46:00,104.91795,17
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:46:30,104.89833,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:47:00,104.91795,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:47:30,104.91795,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:48:00,104.92776,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:48:30,104.92776,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:49:00,104.92776,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:49:30,104.92776,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:50:00,104.94738,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:50:30,104.94738,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:51:00,104.967,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:51:30,104.967,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:52:00,104.97681,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:52:30,105.00624,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:53:00,105.01605,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:53:30,105.01605,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:54:00,105.03567,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:54:30,105.03567,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:55:00,105.04548,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:55:30,105.0651,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:56:00,105.08472,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:56:30,105.09453,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:57:00,105.09453,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:57:30,105.12396,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:58:00,105.12396,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:58:30,105.12396,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:59:00,105.13377,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 16:59:30,105.1632,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:00:00,105.1632,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:00:30,105.18282,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:01:00,105.18282,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:01:30,105.19263,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:02:00,105.18282,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:02:30,105.18282,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:03:00,105.19263,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:03:30,105.21225,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:04:00,105.22206,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:04:30,105.24168,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:05:00,105.24168,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:05:30,105.25149,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:06:00,105.25149,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:06:30,105.25149,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:07:00,105.25149,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:07:30,105.27111,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:08:00,105.29073,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:08:30,105.30054,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:09:00,105.30054,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:09:30,105.30054,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:10:00,105.30054,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:10:30,105.31035,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:11:00,105.32997,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:11:30,105.33978,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:12:00,105.33978,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:12:30,105.3594,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:13:00,105.36921,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:13:30,105.36921,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:14:00,105.36921,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:14:30,105.38883,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:15:00,105.40845,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:15:30,105.41826,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:16:00,105.44769,17
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:16:30,105.44769,17
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:17:00,105.44769,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:17:30,105.47712,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:18:00,105.50655,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:18:30,105.53598,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:19:00,105.54579,16.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:19:30,105.57522,16.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:20:00,105.62427,16.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:20:30,105.6537,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:21:00,105.6537,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:21:30,105.66351,16.6
