instrument,time,measured_temperature,measured_turbidity,cleaned_turbidity,turbidity_1min_avg,turbidity_1min_max,turbidity_1min_min,turbidity_1min_sd
Observator NEP-595,2021-08-19 23:10:12,30.24,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-19 23:20:12,30.27,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-19 23:30:12,31.41,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-19 23:40:13,30.78,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-19 23:50:13,29.61,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 00:00:13,28.89,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 00:10:13,28.44,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 00:20:13,27.93,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 00:30:13,27.66,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 00:40:13,27.33,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 00:50:13,27.27,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 01:00:13,27.21,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 01:10:13,27.18,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 01:20:13,26.88,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 01:30:13,27,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 01:40:13,27,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 01:50:13,26.85,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 02:00:13,26.79,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 02:10:13,26.85,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 02:20:13,26.97,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 02:30:13,26.76,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 02:40:13,26.76,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 02:50:13,26.79,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 03:00:13,26.76,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 03:10:13,26.88,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 03:20:13,26.82,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 03:30:13,26.79,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 03:40:13,26.7,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 03:50:13,26.64,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 04:00:13,26.73,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 04:10:13,26.61,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 04:20:13,26.67,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 04:30:13,26.79,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 04:40:13,26.73,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 04:50:13,26.61,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 05:00:13,26.58,0,-8888,not_collected,not_collected,not_collected,not_collected
