profiler_id,team,basin,campaign,filename,transect,location,site_name,replicate,planned_latitude,planned_longitude,start_date,start_time,start_ensemble,start_latitude,start_longitude,end_date,end_time,end_ensemble,end_latitude,end_longitude,width,area,boat_speed,mean_speed,discharge_side,discharge_top,discharge_middle,discharge_bottom,discharge_total,flow_direction,notes,mount_type
"Sontek RiverSurveyor M9","JPL","Atchafalaya","Fall 2021","ADCP_20210923-174509_FLB_CRMS0322-D_005_Rep1_Bathy.csv",5,"FLB","CRMS0322-D",1,29.250748,-91.11471,"2021-09-23","17:45:09",1,29.25111739,-91.11488557,"2021-09-23","17:46:24",76,29.25081654,-91.11473374,48.822,126.79,0.511,0.261,2.43,2.5,23.75,4.41,33.09,-9999,"","Hydroboard"
"Sontek RiverSurveyor M9","JPL","Atchafalaya","Fall 2021","ADCP_20210923-174633_FLB_CRMS0322-D_006_Rep2_Bathy.csv",6,"FLB","CRMS0322-D",2,29.250748,-91.11471,"2021-09-23","17:46:33",1,29.25083736,-91.11469936,"2021-09-23","17:48:04",92,29.25117936,-91.11485282,45.743,134.865,0.411,0.25,1.73,2.56,25.08,4.36,33.74,-9999,"","Hydroboard"
"Sontek RiverSurveyor M9","JPL","Atchafalaya","Fall 2021","ADCP_20210923-175606_FLB_CRMS0322-E_008_Rep1_Bathy.csv",8,"FLB","CRMS0322-E",1,29.252805,-91.105094,"2021-09-23","17:56:06",1,29.25282159,-91.10519707,"2021-09-23","17:57:07",62,29.25262156,-91.10545013,43.36,92.862,0.554,0.337,2.4,2.86,22.23,3.78,31.27,-9999,"","Hydroboard"
"Sontek RiverSurveyor M9","JPL","Atchafalaya","Fall 2021","ADCP_20210923-175715_FLB_CRMS0322-E_009_Rep2_Bathy.csv",9,"FLB","CRMS0322-E",2,29.252805,-91.105094,"2021-09-23","17:57:15",1,29.25256855,-91.10543573,"2021-09-23","17:59:02",108,29.25273158,-91.10504451,52.862,110.574,0.359,-0.293,-2.02,-3.05,-24.04,-3.26,32.37,-9999,"","Hydroboard"
"Sontek RiverSurveyor M9","JPL","Atchafalaya","Fall 2021","ADCP_20210923-193125_FLB_FLB-B_010_Rep1_Bathy.csv",10,"FLB","FLB-B",1,29.28602,-91.106957,"2021-09-23","19:31:25",1,29.29150321,-91.1088335,"2021-09-23","19:43:10",706,29.28622707,-91.10650065,652.482,1340.79,0.911,0.126,-0.55,16.8,126.03,26.48,168.76,-9999,"","Hydroboard"
"Sontek RiverSurveyor M9","JPL","Atchafalaya","Fall 2021","ADCP_20210923-194314_FLB_FLB-B_011_Rep2_Bathy.csv",11,"FLB","FLB-B",2,29.28602,-91.106957,"2021-09-23","19:43:14",1,29.28628324,-91.10639058,"2021-09-23","19:55:54",761,29.29171935,-91.10801898,645.695,1424.32,0.823,0.039,-0.78,2.06,40.61,13.78,55.68,-9999,"","Hydroboard"
"Sontek RiverSurveyor M9","JPL","Atchafalaya","Fall 2021","ADCP_20210923-195055_FLB_FLB-A_013_Rep1_Bathy.csv",13,"FLB","FLB-A",1,29.314974,-91.055307,"2021-09-23","19:50:55",1,29.31243685,-91.06033799,"2021-09-23","20:03:14",740,29.31469265,-91.05530636,593.452,886.065,0.78,0.243,0.9,32.65,157.62,24.39,215.56,-9999,"","Hydroboard"
"Sontek RiverSurveyor M9","JPL","Atchafalaya","Fall 2021","ADCP_20210923-200322_FLB_FLB-A_015_Rep2_Bathy.csv",15,"FLB","FLB-A",2,29.314974,-91.055307,"2021-09-23","20:03:22",1,29.31487649,-91.05533168,"2021-09-23","20:11:51",510,29.31315026,-91.06082106,582.177,856.561,1.116,0.342,0.32,42.9,215.15,34.37,292.75,-9999,"","Hydroboard"
"Sontek RiverSurveyor M9","JPL","Atchafalaya","Fall 2021","ADCP_20210923-200328_FLB_CRMS0399-Inlet_016_Rep1_Bathy.csv",16,"FLB","CRMS0399-Inlet",1,29.298259,-91.099574,"2021-09-23","20:03:28",1,29.29807473,-91.09980492,"2021-09-23","20:05:19",112,29.29848226,-91.09944131,74.136,48.377,0.595,0.03,-0.17,0.43,1.01,0.17,1.44,-9999,"","Hydroboard"
"Sontek RiverSurveyor M9","JPL","Atchafalaya","Fall 2021","ADCP_20210923-200524_FLB_CRMS0399-Inlet_017_Rep2_Bathy.csv",17,"FLB","CRMS0399-Inlet",2,29.298259,-91.099574,"2021-09-23","20:05:24",1,29.29850185,-91.09944073,"2021-09-23","20:07:11",108,29.29810943,-91.09994516,76.426,53.54,0.645,0.078,-0.15,1.25,2.57,0.53,4.2,-9999,"","Hydroboard"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-161317_CRMS2568_CRMS2568-B_001_Rep1_Bathy.csv",1,"CRMS2568","CRMS2568-B",1,29.55767136,-91.35853632,"2021-09-25","16:13:17",114,29.55789865,-91.35823625,"2021-09-25","16:13:37",146,29.55794334,-91.35834048,19.37,24.3,0.607,0.106,-0.475,-0.437,-1.049,-0.154,-2.115,59.63,"","Boat port side"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-161505_CRMS2568_CRMS2568-B_002_Rep2_Bathy.csv",2,"CRMS2568","CRMS2568-B",2,29.55767136,-91.35853632,"2021-09-25","16:15:05",281,29.55797178,-91.35824731,"2021-09-25","16:15:40",338,29.55788069,-91.35819591,19.85,23.7,0.342,0.077,-0.25,-0.34,-0.929,-0.127,-1.646,230.2,"","Boat port side"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-162219_CRMS2568_CRMS2568-C_004_Rep1_Bathy.csv",4,"CRMS2568","CRMS2568-C",1,29.55736603,-91.35856158,"2021-09-25","16:22:19",903,29.55699629,-91.35837892,"2021-09-25","16:23:31",1030,29.55729539,-91.35835582,44.23,39.33,0.491,0.077,-0.075,1.261,1.572,0.428,3.186,69.22,"","Boat port side"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-162543_CRMS2568_CRMS2568-C_005_Rep2_Bathy.csv",5,"CRMS2568","CRMS2568-C",2,29.55736603,-91.35856158,"2021-09-25","16:25:43",1251,29.5572375,-91.35827918,"2021-09-25","16:27:04",1391,29.55694152,-91.35834388,46.72,39.41,0.526,0.015,0.201,0.483,1.015,0.158,1.857,211.73,"","Boat port side"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-162814_CRMS2568_CRMS2568-C_006_Rep3_Bathy.csv",6,"CRMS2568","CRMS2568-C",3,29.55736603,-91.35856158,"2021-09-25","16:28:14",1499,29.55697722,-91.35833613,"2021-09-25","16:29:43",1655,29.55728086,-91.35829418,45.87,38.8,0.411,0.075,-0.16,1.094,1.472,0.403,2.809,71.93,"","Boat port side"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-181023_WLO_WLO-F_008_Rep1_Bathy.csv",8,"WLO","WLO-F",1,29.602636,-91.43122246,"2021-09-25","18:10:23",618,29.60254959,-91.43191826,"2021-09-25","18:13:34",929,29.6027201,-91.43131469,86.56,138.47,0.358,0.012,-0.481,-0.181,-0.457,-0.067,-1.186,196.79,"","Boat port side"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-181537_WLO_WLO-F_009_Rep2_Bathy.csv",9,"WLO","WLO-F",2,29.602636,-91.43122246,"2021-09-25","18:15:37",1148,29.60271095,-91.43136673,"2021-09-25","18:18:14",1405,29.60249278,-91.43199215,93.32,135.9,0.426,0.007,-0.161,-0.129,0.156,-0.006,-0.14,314.41,"","Boat port side"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-182202_WLO_WLO-F_010_Rep3_Bathy.csv",10,"WLO","WLO-F",3,29.602636,-91.43122246,"2021-09-25","18:22:02",16,29.60248245,-91.43188139,"2021-09-25","18:24:52",292,29.60262957,-91.43126954,89.58,145.44,0.377,0.021,0.259,0.603,1.911,0.334,3.107,39.35,"","Boat port side"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-182609_WLO_WLO-F_011_Rep4_Bathy.csv",11,"WLO","WLO-F",4,29.602636,-91.43122246,"2021-09-25","18:26:09",431,29.60266077,-91.43133416,"2021-09-25","18:29:34",765,29.60254325,-91.43197821,91.37,140.13,0.313,0.014,-0.07,0.361,1.587,0.185,2.063,178.58,"","Boat port side"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-183318_WLO_WLO-F_012_Rep5_Bathy.csv",12,"WLO","WLO-F",5,29.602636,-91.43122246,"2021-09-25","18:33:18",1167,29.60269324,-91.43196756,"2021-09-25","18:36:48",1511,29.60265603,-91.43132612,95.04,154.38,0.315,0.032,-0.224,0.993,2.915,0.361,4.045,78.76,"","Boat port side"
"Teledyne RiverPro","UNC","Atchafalaya","Fall 2021","ADCP_20210925-185525_WLO_WLO-F_013_Rep6_Bathy.csv",13,"WLO","WLO-F",6,29.602636,-91.43122246,"2021-09-25","18:55:25",143,29.60266612,-91.4320247,"2021-09-25","18:59:51",575,29.60275537,-91.43141198,91.65,137.69,0.234,0.047,0.81,-1.206,-4.671,-0.566,-5.633,81.87,"","Boat port side"
