profiler_id,team,basin,campaign,filename,transect,location,site_name,replicate,planned_latitude,planned_longitude,start_date,start_time,start_ensemble,start_latitude,start_longitude,end_date,end_time,end_ensemble,end_latitude,end_longitude,width,area,boat_speed,mean_speed,discharge_side,discharge_top,discharge_middle,discharge_bottom,discharge_total,flow_direction,notes,mount_type
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210401-231435_GWLO_WLO-C_034_Rep1_Bathy.csv",34,"GWLO","WLO-C",1,29.6443586,-91.39667853,"2021-04-01","23:14:35",23,-9999,-9999,"2021-04-01","23:19:22",411,-9999,-9999,328.93,3983.5,1.14,1.07,0.81,49.16,4617.26,607.53,5274.76,199.28,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210401-231922_GWLO_WLO-C_034_Rep2_Bathy.csv",34,"GWLO","WLO-C",2,29.6443586,-91.39667853,"2021-04-01","23:19:22",411,-9999,-9999,"2021-04-01","23:24:09",797,-9999,-9999,328.37,3951.81,1.15,1.05,0.74,48.23,4492.28,599.76,5141.01,198.65,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-140605_WLO_WLO-A_000_Rep1_Bathy.csv",0,"WLO","WLO-A",1,29.65466254,-91.39171912,"2021-04-02","14:06:05",153,29.65462752,-91.39161617,"2021-04-02","14:10:17",436,-9999,-9999,215.39,3590.32,0.9,1.45,11.66,139.97,4666.75,602.69,5421.06,199.29,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-141017_WLO_WLO-A_000_Rep2_Bathy.csv",0,"WLO","WLO-A",2,29.65466254,-91.39171912,"2021-04-02","14:10:17",436,-9999,-9999,"2021-04-02","14:14:18",715,-9999,-9999,198.38,3442.78,1.05,1.42,17.97,130.18,4554.6,567.19,5269.95,198.37,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-143558_WLO_WLO-A_002_Rep1_Bathy.csv",2,"WLO","WLO-A",1,29.65466254,-91.39171912,"2021-04-02","14:35:58",83,29.65461577,-91.39165343,"2021-04-02","14:39:15",303,29.6541786,-91.38977278,202.28,3512.32,1.05,1.47,3.56,136.5,4616.89,561.88,5318.83,199.9,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-143915_WLO_WLO-A_002_Rep2_Bathy.csv",2,"WLO","WLO-A",2,29.65466254,-91.39171912,"2021-04-02","14:39:15",303,29.6541786,-91.38977278,"2021-04-02","14:42:45",556,-9999,-9999,205.02,3504.64,0.99,1.27,3.15,140.54,4683.06,602.12,5428.86,200.31,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-150318_WLO_WLO-B_003_Rep1_Bathy.csv",3,"WLO","WLO-B",1,29.65119347,-91.39994795,"2021-04-02","15:03:18",283,29.65114938,-91.39989533,"2021-04-02","15:05:55",543,29.64978503,-91.40049928,166.42,828.84,1.1,0.53,0.17,45.69,447.17,64.99,558.02,288.05,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-150555_WLO_WLO-B_003_Rep2_Bathy.csv",3,"WLO","WLO-B",2,29.65119347,-91.39994795,"2021-04-02","15:05:55",543,29.64978503,-91.40049928,"2021-04-02","15:09:29",902,-9999,-9999,167.06,826.95,0.8,0.44,0.17,45.23,457.62,61.64,564.65,292.38,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-151448_WLO_WLO-C_004_Rep1_Bathy.csv",4,"WLO","WLO-C",1,29.6443586,-91.39667853,"2021-04-02","15:14:48",116,-9999,-9999,"2021-04-02","15:20:54",635,29.64355013,-91.39343665,334.45,4058.34,0.94,1.04,0.29,184.49,4487.61,624.86,5297.24,197.93,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-152054_WLO_WLO-C_004_Rep2_Bathy.csv",4,"WLO","WLO-C",2,29.6443586,-91.39667853,"2021-04-02","15:20:54",635,29.64355013,-91.39343665,"2021-04-02","15:27:16",1168,-9999,-9999,331.55,4072.11,0.89,0.99,0.4,177.49,4393.48,590.59,5161.96,199.86,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-154619_WLO_WLO-D_005_Rep1_Bathy.csv",5,"WLO","WLO-D",1,29.544739,-91.42957934,"2021-04-02","15:46:19",56,29.54470803,-91.42953477,"2021-04-02","15:52:21",545,29.54371085,-91.42618145,346.78,4060.84,1,0.83,0.41,161.09,3751.62,492.16,4405.28,198.89,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-155221_WLO_WLO-D_005_Rep2_Bathy.csv",5,"WLO","WLO-D",2,29.544739,-91.42957934,"2021-04-02","15:52:21",545,29.54371085,-91.42618145,"2021-04-02","15:56:31",882,29.54499909,-91.42948371,351.76,4061.3,1.42,0.9,0.33,165.01,3785.84,470.95,4422.13,201.31,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-161423_WLO_WLO-E_007_Rep1_Bathy.csv",7,"WLO","WLO-E",1,29.53350428,-91.43425005,"2021-04-02","16:14:23",253,29.53350056,-91.43414051,"2021-04-02","16:21:40",870,29.53266176,-91.43002153,433,3801.91,1.02,0.95,0.85,186.67,3221.86,401.06,3810.44,195.75,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-162140_WLO_WLO-E_007_Rep2_Bathy.csv",7,"WLO","WLO-E",2,29.53350428,-91.43425005,"2021-04-02","16:21:40",870,29.53266176,-91.43002153,"2021-04-02","16:29:04",1517,29.53376311,-91.43405271,434.42,3768.41,1,0.83,0.7,188.9,3244.68,400.58,3834.86,197.41,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-164709_WLO_WLO-Fan-A_008_Rep1_Bathy.csv",8,"WLO","WLO-Fan-A",1,29.4992835,-91.43990205,"2021-04-02","16:47:09",1003,29.49932362,-91.43986806,"2021-04-02","16:54:48",1730,29.49872387,-91.43627351,358.17,1026.69,0.8,0.61,0.64,106.09,502.11,75.31,684.15,189.86,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-165448_WLO_WLO-Fan-A_008_Rep2_Bathy.csv",8,"WLO","WLO-Fan-A",2,29.4992835,-91.43990205,"2021-04-02","16:54:48",1730,29.49872387,-91.43627351,"2021-04-02","17:01:04",2340,29.49939579,-91.43981318,356.51,1019.15,0.97,0.57,0.8,104.57,493.58,74.17,673.12,191.11,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-171108_WLO_WLO-Fan-B_009_Rep1_Bathy.csv",9,"WLO","WLO-Fan-B",1,29.51364541,-91.43754679,"2021-04-02","17:11:08",179,29.51379091,-91.43755256,"2021-04-02","17:17:11",718,29.51377518,-91.43298126,449.86,1397.42,1.25,0.66,1.45,144.1,724.27,89.28,959.1,178.92,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-171711_WLO_WLO-Fan-B_009_Rep2_Bathy.csv",9,"WLO","WLO-Fan-B",2,29.51364541,-91.43754679,"2021-04-02","17:17:11",718,29.51377518,-91.43298126,"2021-04-02","17:24:13",1343,29.51379064,-91.43755355,450.59,1397.48,1.09,0.64,0.87,142.22,715.36,87.76,946.2,179,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-173217_WLO_WLO-Fan-C_010_Rep1_Bathy.csv",10,"WLO","WLO-Fan-C",1,29.52084344,-91.4470086,"2021-04-02","17:32:17",132,29.52066547,-91.44703549,"2021-04-02","17:42:27",1054,29.51637687,-91.43973967,861.7,3308.05,1.42,0.69,3.26,267.33,1652.27,239.01,2161.86,227.4,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-174533_WLO_WLO-Fan-C_011_Rep1_Bathy.csv",11,"WLO","WLO-Fan-C",1,29.52084344,-91.4470086,"2021-04-02","17:45:33",66,29.51636209,-91.43958511,"2021-04-02","17:54:20",868,-9999,-9999,879.94,3341.79,1.67,0.68,0.49,273.09,1676.03,245.47,2195.07,229.31,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-175944_WLO_WLO-Fan-D_012_Rep1_Bathy.csv",12,"WLO","WLO-Fan-D",1,29.51121016,-91.45181737,"2021-04-02","17:59:44",132,-9999,-9999,"2021-04-02","18:07:55",879,-9999,-9999,644.4,2235.31,1.33,0.63,0.91,194.07,1104.59,161.86,1461.43,204.73,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-180755_WLO_WLO-Fan-D_012_Rep2_Bathy.csv",12,"WLO","WLO-Fan-D",2,29.51121016,-91.45181737,"2021-04-02","18:07:55",879,-9999,-9999,"2021-04-02","18:17:08",1713,-9999,-9999,646.47,2241.13,1.19,0.64,0.93,195.7,1113.68,159.18,1469.48,206.06,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-195028_WLO_WLO-A_013_Rep1_Bathy.csv",13,"WLO","WLO-A",1,29.65466254,-91.39171912,"2021-04-02","19:50:28",54,-9999,-9999,"2021-04-02","19:55:08",377,-9999,-9999,210.06,3583.46,0.77,1.29,1.98,139.45,4685.45,582.26,5409.13,201.92,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-195508_WLO_WLO-A_013_Rep2_Bathy.csv",13,"WLO","WLO-A",2,29.65466254,-91.39171912,"2021-04-02","19:55:08",377,-9999,-9999,"2021-04-02","20:00:24",771,-9999,-9999,193.45,3499.51,0.73,1.16,3.23,130.75,4537.94,590.65,5262.57,201.77,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-200936_WLO_WLO-B_014_Rep1_Bathy.csv",14,"WLO","WLO-B",1,29.65119347,-91.39994795,"2021-04-02","20:09:36",195,-9999,-9999,"2021-04-02","20:12:26",474,-9999,-9999,170.98,852.4,0.99,0.41,0.01,41.85,425.92,60.1,527.86,289.16,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-201226_WLO_WLO-B_014_Rep2_Bathy.csv",14,"WLO","WLO-B",2,29.65119347,-91.39994795,"2021-04-02","20:12:26",474,-9999,-9999,"2021-04-02","20:15:27",777,-9999,-9999,170.02,848.47,0.97,0.36,0.07,40.48,419.6,56.01,516.15,294.64,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-201949_WLO_WLO-C_015_Rep1_Bathy.csv",15,"WLO","WLO-C",1,29.6443586,-91.39667853,"2021-04-02","20:19:49",57,-9999,-9999,"2021-04-02","20:24:30",464,-9999,-9999,331.35,4102.25,1.2,0.89,0.51,166.98,3880.23,546.79,4594.52,197.86,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-202808_WLO_WLO-C_015_Rep2_Bathy.csv",15,"WLO","WLO-C",2,29.6443586,-91.39667853,"2021-04-02","20:28:08",856,-9999,-9999,"2021-04-02","20:33:04",1256,-9999,-9999,320.4,4056.98,1.1,1.04,0.56,180.37,4579.27,592.85,5353.04,196.66,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-204909_WLO_WLO-D_016_Rep1_Bathy.csv",16,"WLO","WLO-D",1,29.544739,-91.42957934,"2021-04-02","20:49:09",19,-9999,-9999,"2021-04-02","20:54:36",465,-9999,-9999,347.25,4079.96,1.1,0.87,0.45,166.54,3917.28,501.63,4585.9,201.33,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-205436_WLO_WLO-D_016_Rep2_Bathy.csv",16,"WLO","WLO-D",2,29.544739,-91.42957934,"2021-04-02","20:54:36",465,-9999,-9999,"2021-04-02","20:58:23",776,-9999,-9999,350.98,4090.22,1.61,0.93,0.38,167.04,3904.65,476.08,4548.15,201.44,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-210301_WLO_WLO-E_017_Rep1_Bathy.csv",17,"WLO","WLO-E",1,29.53350428,-91.43425005,"2021-04-02","21:03:01",104,-9999,-9999,"2021-04-02","21:08:43",603,-9999,-9999,438.39,3829.14,1.28,0.92,0.33,196.29,3375.69,416.77,3989.08,196.37,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-210843_WLO_WLO-E_017_Rep2_Bathy.csv",17,"WLO","WLO-E",2,29.53350428,-91.43425005,"2021-04-02","21:08:43",603,-9999,-9999,"2021-04-02","21:13:51",1052,-9999,-9999,436.29,3797.25,1.43,0.87,0.38,191.94,3283.54,402.87,3878.74,197.91,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-212550_WLO_WLO-Fan-A_018_Rep1_Bathy.csv",18,"WLO","WLO-Fan-A",1,29.4992835,-91.43990205,"2021-04-02","21:25:50",540,-9999,-9999,"2021-04-02","21:31:01",1037,-9999,-9999,358.39,1034.18,1.19,0.63,0.91,111.01,533.76,79.19,724.87,188.71,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-213101_WLO_WLO-Fan-A_018_Rep2_Bathy.csv",18,"WLO","WLO-Fan-A",2,29.4992835,-91.43990205,"2021-04-02","21:31:01",1037,-9999,-9999,"2021-04-02","21:35:20",1448,-9999,-9999,360.61,1031.06,1.41,0.64,0.86,111.88,535.3,75.81,723.85,191.92,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-214057_WLO_WLO-Fan-B_019_Rep1_Bathy.csv",19,"WLO","WLO-Fan-B",1,29.51364541,-91.43754679,"2021-04-02","21:40:57",34,-9999,-9999,"2021-04-02","21:46:04",493,-9999,-9999,450.46,1420.48,1.46,0.69,0.8,150.17,767.45,94.44,1012.87,178.81,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-214604_WLO_WLO-Fan-B_019_Rep2_Bathy.csv",19,"WLO","WLO-Fan-B",2,29.51364541,-91.43754679,"2021-04-02","21:46:04",493,-9999,-9999,"2021-04-02","21:52:30",1065,-9999,-9999,440.78,1383.73,1.24,0.67,1.5,147.95,753.99,89.43,992.86,178.69,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-215718_WLO_WLO-Fan-C_020_Rep1_Bathy.csv",20,"WLO","WLO-Fan-C",1,29.52084344,-91.4470086,"2021-04-02","21:57:18",19,-9999,-9999,"2021-04-02","22:06:38",869,-9999,-9999,879.85,3373.02,1.58,0.7,0.51,285.49,1778.63,244.67,2309.3,226.36,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-220638_WLO_WLO-Fan-C_020_Rep2_Bathy.csv",20,"WLO","WLO-Fan-C",2,29.52084344,-91.4470086,"2021-04-02","22:06:38",869,-9999,-9999,"2021-04-02","22:14:07",1552,-9999,-9999,880.47,3366.11,1.97,0.7,0.38,286.81,1787.21,244.3,2318.7,229.21,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-221812_WLO_WLO-Fan-D_021_Rep1_Bathy.csv",21,"WLO","WLO-Fan-D",1,29.51121016,-91.45181737,"2021-04-02","22:18:12",75,-9999,-9999,"2021-04-02","22:25:06",705,-9999,-9999,647.79,2251.44,1.57,0.65,0.56,202.49,1156.08,166.91,1526.04,203.96,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210402-222506_WLO_WLO-Fan-D_021_Rep2_Bathy.csv",21,"WLO","WLO-Fan-D",2,29.51121016,-91.45181737,"2021-04-02","22:25:06",705,-9999,-9999,"2021-04-02","22:31:41",1314,-9999,-9999,648.22,2255.36,1.64,0.65,0.59,205.51,1175.63,169.37,1551.11,206.22,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-144327_ATCH-ICWW_ICWW-A_000_Rep1_Bathy.csv",0,"ATCH-ICWW","ICWW-A",1,29.64450475,-91.36804706,"2021-04-03","14:43:27",73,29.64448496,-91.36811341,"2021-04-03","14:48:02",535,29.64270061,-91.36850566,207.52,780.87,0.83,0.43,0.33,47.66,322.26,46.27,416.53,283.37,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-144802_ATCH-ICWW_ICWW-A_000_Rep2_Bathy.csv",0,"ATCH-ICWW","ICWW-A",2,29.64450475,-91.36804706,"2021-04-03","14:48:02",535,29.64270061,-91.36850566,"2021-04-03","14:51:28",866,29.64449654,-91.36804266,207.42,776.72,1,0.47,0.29,47.88,323.52,46.28,417.97,286.56,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-150625_ATCH-ICWW_ICWW-B_001_Rep1_Bathy.csv",1,"ATCH-ICWW","ICWW-B",1,29.6401508,-91.31983567,"2021-04-03","15:06:25",149,-9999,-9999,"2021-04-03","15:09:20",409,29.63863201,-91.31976418,169.45,767.99,0.98,0.56,0.77,48.26,393.27,46.96,489.26,264.16,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-150920_ATCH-ICWW_ICWW-B_001_Rep2_Bathy.csv",1,"ATCH-ICWW","ICWW-B",2,29.6401508,-91.31983567,"2021-04-03","15:09:20",409,29.63863201,-91.31976418,"2021-04-03","15:12:24",683,-9999,-9999,170.12,767,0.92,0.55,0.69,48.42,392.24,48.35,489.7,266.29,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-152830_ATCH-ICWW_ICWW-C_002_Rep1_Bathy.csv",2,"ATCH-ICWW","ICWW-C",1,29.65764502,-91.24970453,"2021-04-03","15:28:30",196,29.65758244,-91.24967644,"2021-04-03","15:31:01",433,29.65610604,-91.2492979,178.76,1026.12,1.19,0.64,0.69,57.91,618.08,88.36,765.03,255.61,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-153101_ATCH-ICWW_ICWW-C_002_Rep2_Bathy.csv",2,"ATCH-ICWW","ICWW-C",2,29.65764502,-91.24970453,"2021-04-03","15:31:01",433,29.65610604,-91.2492979,"2021-04-03","15:34:55",800,29.65763201,-91.24966412,176.72,1034.96,0.8,0.58,0.68,57.46,625.46,84.16,767.76,257.44,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-154428_ATCH-ICWW_Atch-A_003_Rep1_Bathy.csv",3,"ATCH-ICWW","Atch-A",1,29.653818,-91.24461584,"2021-04-03","15:44:28",160,29.65375523,-91.2446138,"2021-04-03","15:51:00",727,29.65356496,-91.24025053,432.66,4136.58,1.11,0.78,0.24,176.05,3227.35,456.76,3860.38,190.58,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-155613_ATCH-ICWW_Atch-A_003_Rep2_Bathy.csv",3,"ATCH-ICWW","Atch-A",2,29.653818,-91.24461584,"2021-04-03","15:56:13",1233,29.65352109,-91.24040149,"2021-04-03","16:03:16",1833,29.65379668,-91.24461074,417.71,4086.34,1,0.76,0.74,176.55,3213.72,475.71,3866.72,188.15,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-163105_ATCH-ICWW_Atch-B_004_Rep1_Bathy.csv",4,"ATCH-ICWW","Atch-B",1,29.59439671,-91.23339571,"2021-04-03","16:31:05",168,29.59158684,-91.24053495,"2021-04-03","16:40:00",1006,29.59441251,-91.23379692,732.8,4287.17,1.39,0.72,0.71,256.16,2743.61,399.16,3399.64,152.25,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-164000_ATCH-ICWW_Atch-B_004_Rep2_Bathy.csv",4,"ATCH-ICWW","Atch-B",2,29.59439671,-91.23339571,"2021-04-03","16:40:00",1006,29.59441251,-91.23379692,"2021-04-03","16:48:53",1842,29.59173532,-91.2404749,733.25,4305.76,1.39,0.74,0.79,258.51,2779.9,405.87,3445.07,153.38,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-165617_ATCH-ICWW_Atch-C_005_Rep1_Bathy.csv",5,"ATCH-ICWW","Atch-C",1,29.58892867,-91.21166588,"2021-04-03","16:56:17",51,29.59174115,-91.21411217,"2021-04-03","17:02:31",627,29.58896303,-91.21169496,392.44,1669.11,1.06,0.63,0.68,123.69,996.76,138.42,1259.55,235.66,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-170231_ATCH-ICWW_Atch-C_005_Rep2_Bathy.csv",5,"ATCH-ICWW","Atch-C",2,29.58892867,-91.21166588,"2021-04-03","17:02:31",627,29.58896303,-91.21169496,"2021-04-03","17:08:46",1194,29.59174679,-91.21388439,393.17,1656.16,1.05,0.67,0.62,122.39,973.3,132.67,1228.97,238.31,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-172844_ATCH-ICWW_Atch-D_007_Rep1_Bathy.csv",7,"ATCH-ICWW","Atch-D",1,29.53404974,-91.24399031,"2021-04-03","17:28:44",327,29.5355145,-91.2421798,"2021-04-03","17:32:14",665,29.5341871,-91.24383154,230.13,1246.46,1.06,0.51,0.59,56.96,626,86.43,769.98,134.7,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-173214_ATCH-ICWW_Atch-D_007_Rep2_Bathy.csv",7,"ATCH-ICWW","Atch-D",2,29.53404974,-91.24399031,"2021-04-03","17:32:14",665,29.5341871,-91.24383154,"2021-04-03","17:35:22",966,29.53555784,-91.24212628,234.66,1258.42,1.23,0.55,0.59,58.55,634.48,84.53,778.16,133.05,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-175102_ATCH-ICWW_Atch-E_008_Rep1_Bathy.csv",8,"ATCH-ICWW","Atch-E",1,29.4937978,-91.26379425,"2021-04-03","17:51:02",161,29.49477855,-91.27222926,"2021-04-03","18:02:10",1166,29.49394011,-91.26392699,830.58,4692.49,1.25,0.57,0.97,229.26,2636.3,341.24,3207.77,190.14,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-180210_ATCH-ICWW_Atch-E_008_Rep2_Bathy.csv",8,"ATCH-ICWW","Atch-E",2,29.4937978,-91.26379425,"2021-04-03","18:02:10",1166,29.49394011,-91.26392699,"2021-04-03","18:10:12",1866,29.49488735,-91.27233463,834.35,4687.02,1.74,0.61,0.88,229.6,2619.4,342.34,3192.21,193.1,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
"Teledyne RiverPro","CSI","Atchafalaya","Spring 2021","ADCP_20210403-192909_ATCH-ICWW_ICWW-A_009_Rep1_Bathy.csv",9,"ATCH-ICWW","ICWW-A",1,29.64450475,-91.36804706,"2021-04-03","19:29:09",25,-9999,-9999,"2021-04-03","19:33:01",401,29.6426977,-91.36850309,205.54,794.97,0.89,0.39,0.68,44.15,312.14,41.79,398.76,282.56,"DGPS was not activated, bottomt tracking was used as reference, and some GPS data are corrupt","Boat bow"
