ensemble,upper_depth,lower_depth,velocity_component,flow_velocity
903,0.39,0.45,easting,0.103
903,0.45,0.51,easting,0.148
903,0.51,0.57,easting,0.105
903,0.57,0.63,easting,0.071
903,0.63,0.69,easting,0.052
903,0.69,0.75,easting,0.027
903,0.75,0.81,easting,0.066
903,0.39,0.45,northing,0.07
903,0.45,0.51,northing,-0.13
903,0.51,0.57,northing,-0.113
903,0.57,0.63,northing,-0.107
903,0.63,0.69,northing,-0.08
903,0.69,0.75,northing,-0.103
903,0.75,0.81,northing,-0.09
903,0.39,0.45,vertical,-0.035
903,0.45,0.51,vertical,0.041
903,0.51,0.57,vertical,0.009
903,0.57,0.63,vertical,0
903,0.63,0.69,vertical,0.013
903,0.69,0.75,vertical,0.031
903,0.75,0.81,vertical,0.022
904,0.39,0.45,easting,0.049
904,0.45,0.51,easting,0.004
904,0.51,0.57,easting,0.056
904,0.57,0.63,easting,0.011
904,0.63,0.69,easting,0.007
904,0.69,0.75,easting,0.014
904,0.75,0.81,easting,0.009
904,0.81,0.87,easting,0.033
904,0.39,0.45,northing,0.094
904,0.45,0.51,northing,-0.22
904,0.51,0.57,northing,-0.105
904,0.57,0.63,northing,-0.094
904,0.63,0.69,northing,-0.061
904,0.69,0.75,northing,-0.058
904,0.75,0.81,northing,-0.008
904,0.81,0.87,northing,0.03
904,0.39,0.45,vertical,0.011
904,0.45,0.51,vertical,-0.001
904,0.51,0.57,vertical,0.008
904,0.57,0.63,vertical,0.01
904,0.63,0.69,vertical,0.005
904,0.69,0.75,vertical,0.007
904,0.75,0.81,vertical,-0.004
904,0.81,0.87,vertical,-0.007
905,0.39,0.45,easting,0.057
905,0.45,0.51,easting,0.083
905,0.51,0.57,easting,0.032
905,0.57,0.63,easting,0.03
905,0.63,0.69,easting,0.077
905,0.69,0.75,easting,0.078
905,0.75,0.81,easting,0.054
905,0.39,0.45,northing,0.069
905,0.45,0.51,northing,-0.096
905,0.51,0.57,northing,-0.076
905,0.57,0.63,northing,-0.058
905,0.63,0.69,northing,-0.029
905,0.69,0.75,northing,-0.009
905,0.75,0.81,northing,0.063
905,0.39,0.45,vertical,0.024
905,0.45,0.51,vertical,0.037
905,0.51,0.57,vertical,-0.009
905,0.57,0.63,vertical,-0.015
905,0.63,0.69,vertical,-0.007
905,0.69,0.75,vertical,0
905,0.75,0.81,vertical,0.01
906,0.39,0.45,easting,0.099
906,0.45,0.51,easting,0.105
906,0.51,0.57,easting,0.068
906,0.57,0.63,easting,0.046
906,0.63,0.69,easting,0.09
906,0.69,0.75,easting,0.08
906,0.75,0.81,easting,0.042
906,0.39,0.45,northing,0.015
906,0.45,0.51,northing,-0.017
906,0.51,0.57,northing,-0.047
906,0.57,0.63,northing,-0.077
906,0.63,0.69,northing,-0.061
906,0.69,0.75,northing,-0.026
906,0.75,0.81,northing,-0.032
906,0.39,0.45,vertical,0.011
906,0.45,0.51,vertical,-0.006
906,0.51,0.57,vertical,-0.017
906,0.57,0.63,vertical,-0.02
906,0.63,0.69,vertical,-0.015
906,0.69,0.75,vertical,0.004
906,0.75,0.81,vertical,0.002
907,0.39,0.45,easting,0.019
907,0.45,0.51,easting,0.138
907,0.51,0.57,easting,0.068
907,0.57,0.63,easting,0.066
907,0.63,0.69,easting,0.007
907,0.69,0.75,easting,0.021
907,0.75,0.81,easting,0.037
907,0.39,0.45,northing,-0.155
907,0.45,0.51,northing,0.002
907,0.51,0.57,northing,-0.08
907,0.57,0.63,northing,-0.046
907,0.63,0.69,northing,0.019
907,0.69,0.75,northing,-0.032
907,0.75,0.81,northing,-0.037
907,0.39,0.45,vertical,-0.031
907,0.45,0.51,vertical,0.013
907,0.51,0.57,vertical,-0.021
907,0.57,0.63,vertical,-0.018
907,0.63,0.69,vertical,-0.025
907,0.69,0.75,vertical,-0.015
907,0.75,0.81,vertical,-0.017
908,0.39,0.45,easting,0.042
908,0.45,0.51,easting,0.164
908,0.51,0.57,easting,0.095
908,0.57,0.63,easting,0.054
908,0.63,0.69,easting,0.028
908,0.69,0.75,easting,0.067
908,0.75,0.81,easting,0.032
908,0.39,0.45,northing,-0.032
908,0.45,0.51,northing,-0.084
908,0.51,0.57,northing,-0.065
908,0.57,0.63,northing,-0.05
908,0.63,0.69,northing,-0.033
908,0.69,0.75,northing,0.007
908,0.75,0.81,northing,-0.036
908,0.39,0.45,vertical,-0.014
908,0.45,0.51,vertical,0.02
908,0.51,0.57,vertical,-0.02
908,0.57,0.63,vertical,-0.036
908,0.63,0.69,vertical,-0.031
908,0.69,0.75,vertical,-0.019
908,0.75,0.81,vertical,-0.004
909,0.39,0.45,easting,0.222
909,0.45,0.51,easting,0.005
909,0.51,0.57,easting,0.05
909,0.57,0.63,easting,0.048
909,0.63,0.69,easting,0.047
909,0.69,0.75,easting,0.091
909,0.75,0.81,easting,0.056
909,0.39,0.45,northing,0.02
909,0.45,0.51,northing,0.121
909,0.51,0.57,northing,-0.012
909,0.57,0.63,northing,-0.064
909,0.63,0.69,northing,-0.088
909,0.69,0.75,northing,-0.048
909,0.75,0.81,northing,-0.041
909,0.39,0.45,vertical,0.008
909,0.45,0.51,vertical,-0.037
909,0.51,0.57,vertical,-0.038
909,0.57,0.63,vertical,-0.029
909,0.63,0.69,vertical,-0.022
909,0.69,0.75,vertical,-0.034
909,0.75,0.81,vertical,-0.038
