ensemble,upper_depth,lower_depth,velocity_component,flow_velocity
152,0.39,0.45,easting,-0.002
152,0.45,0.51,easting,-0.086
152,0.51,0.57,easting,0.084
152,0.57,0.63,easting,0.106
152,0.63,0.69,easting,0.112
152,0.69,0.75,easting,0.08
152,0.75,0.81,easting,0.143
152,0.81,0.87,easting,0.122
152,0.87,0.93,easting,0.137
152,0.93,0.99,easting,0.159
152,0.99,1.05,easting,0.132
152,1.05,1.11,easting,0.152
152,1.11,1.17,easting,0.135
152,1.17,1.23,easting,0.136
152,1.23,1.29,easting,0.107
152,1.29,1.35,easting,0.113
152,0.39,0.45,northing,-0.021
152,0.45,0.51,northing,0.25
152,0.51,0.57,northing,0.115
152,0.57,0.63,northing,0.132
152,0.63,0.69,northing,0.098
152,0.69,0.75,northing,0.077
152,0.75,0.81,northing,0.063
152,0.81,0.87,northing,0.044
152,0.87,0.93,northing,0.067
152,0.93,0.99,northing,0.059
152,0.99,1.05,northing,0.059
152,1.05,1.11,northing,0.057
152,1.11,1.17,northing,0.059
152,1.17,1.23,northing,0.046
152,1.23,1.29,northing,0.047
152,1.29,1.35,northing,0.042
152,0.39,0.45,vertical,-0.016
152,0.45,0.51,vertical,-0.003
152,0.51,0.57,vertical,0.01
152,0.57,0.63,vertical,0.017
152,0.63,0.69,vertical,0.005
152,0.69,0.75,vertical,0.003
152,0.75,0.81,vertical,0.01
152,0.81,0.87,vertical,0.008
152,0.87,0.93,vertical,0.011
152,0.93,0.99,vertical,0.007
152,0.99,1.05,vertical,0.003
152,1.05,1.11,vertical,0.003
152,1.11,1.17,vertical,0.003
152,1.17,1.23,vertical,0
152,1.23,1.29,vertical,0.001
152,1.29,1.35,vertical,-0.003
153,0.45,0.51,easting,0.252
153,0.51,0.57,easting,0.196
153,0.57,0.63,easting,0.192
153,0.63,0.69,easting,0.159
153,0.69,0.75,easting,0.142
153,0.75,0.81,easting,0.149
153,0.81,0.87,easting,0.13
153,0.87,0.93,easting,0.114
153,0.93,0.99,easting,0.12
153,0.99,1.05,easting,0.135
153,1.05,1.11,easting,0.138
153,1.11,1.17,easting,0.149
153,1.17,1.23,easting,0.146
153,1.23,1.29,easting,0.132
153,1.29,1.35,easting,0.111
153,0.45,0.51,northing,0.203
153,0.51,0.57,northing,0.116
153,0.57,0.63,northing,0.143
153,0.63,0.69,northing,0.15
153,0.69,0.75,northing,0.163
153,0.75,0.81,northing,0.15
153,0.81,0.87,northing,0.157
153,0.87,0.93,northing,0.159
153,0.93,0.99,northing,0.121
153,0.99,1.05,northing,0.125
153,1.05,1.11,northing,0.119
153,1.11,1.17,northing,0.282
153,1.17,1.23,northing,0.125
153,1.23,1.29,northing,0.103
153,1.29,1.35,northing,0.078
153,0.45,0.51,vertical,-0.033
153,0.51,0.57,vertical,-0.025
153,0.57,0.63,vertical,-0.025
153,0.63,0.69,vertical,-0.016
153,0.69,0.75,vertical,-0.01
153,0.75,0.81,vertical,-0.009
153,0.81,0.87,vertical,-0.01
153,0.87,0.93,vertical,-0.012
153,0.93,0.99,vertical,-0.008
153,0.99,1.05,vertical,-0.006
153,1.05,1.11,vertical,-0.005
153,1.11,1.17,vertical,0.035
153,1.17,1.23,vertical,0.002
153,1.23,1.29,vertical,0.001
153,1.29,1.35,vertical,0.005
154,0.45,0.51,easting,0.183
154,0.51,0.57,easting,0.149
154,0.57,0.63,easting,0.134
154,0.63,0.69,easting,0.127
154,0.69,0.75,easting,0.104
154,0.75,0.81,easting,0.105
154,0.81,0.87,easting,0.11
154,0.87,0.93,easting,0.113
154,0.93,0.99,easting,0.103
154,0.99,1.05,easting,0.099
154,1.05,1.11,easting,0.106
154,1.11,1.17,easting,0.086
154,1.17,1.23,easting,-0.085
154,1.23,1.29,easting,0.111
154,1.29,1.35,easting,0.099
154,0.45,0.51,northing,0.039
154,0.51,0.57,northing,0.171
154,0.57,0.63,northing,0.161
154,0.63,0.69,northing,0.171
154,0.69,0.75,northing,0.156
